SDSS_name,objID,L_pred
SDSS J095851.32+320422.9,1237664870826639426,0.79
SDSS J130850.46+320953.7,1237665227309973601,0.73
SDSS J095456.45+162722.6,1237670965389295786,0.77
SDSS J141031.63+385336.7,1237662194535760021,0.61
SDSS J082443.00+541327.2,1237663530259972153,0.84
SDSS J094643.17+650258.2,1237663547446395020,0.79
SDSS J104450.99+353605.9,1237664338784354473,0.77
SDSS J152645.79+290328.9,1237664854724247852,0.84
SDSS J133829.70+305912.8,1237665330396528725,0.76
SDSS J094629.93+253227.6,1237667255611490488,0.8
SDSS J090015.21+172432.8,1237667429017452676,0.74
SDSS J131716.74+204127.5,1237667781230002205,0.8
SDSS J142408.38+210518.5,1237667910605799685,0.84
SDSS J162836.03+243319.8,1237662666962895218,0.8
SDSS J140649.09+334618.3,1237662683607400528,0.76
SDSS J074440.61+440839.8,1237663530254729473,0.77
SDSS J083127.05+605942.7,1237663789033390247,0.66
SDSS J075137.71+502426.1,1237663916801851543,0.83
